type,latitude,longitude,altitude (m),name,desc,kml_folder
T,42.336946170,-83.045421384,183.2,,,
T,42.336934042,-83.045413501,183.2,,,
T,42.336921440,-83.045404788,183.2,,,
T,42.336909515,-83.045396539,183.2,,,
T,42.336897662,-83.045388872,183.2,,,
T,42.336884615,-83.045379839,183.2,,,
T,42.336870124,-83.045370356,183.3,,,
T,42.336856737,-83.045361128,183.3,,,
T,42.336842460,-83.045351253,183.3,,,
T,42.336826405,-83.045340146,183.3,,,
T,42.336812809,-83.045330770,183.3,,,
T,42.336794780,-83.045318291,183.3,,,
T,42.336781674,-83.045309759,183.3,,,
T,42.336765944,-83.045299946,183.3,,,
T,42.336750671,-83.045289934,183.3,,,
T,42.336735766,-83.045279661,183.3,,,
T,42.336722810,-83.045271298,183.3,,,
T,42.336709261,-83.045261972,183.3,,,
T,42.336693436,-83.045251045,183.3,,,
T,42.336680029,-83.045241766,183.3,,,
T,42.336664771,-83.045231206,183.3,,,
T,42.336647636,-83.045219349,183.3,,,
T,42.336633312,-83.045209829,183.3,,,
T,42.336621351,-83.045201565,183.3,,,
T,42.336606847,-83.045191528,183.3,,,
T,42.336590315,-83.045180089,183.3,,,
T,42.336576109,-83.045170715,183.3,,,
T,42.336562567,-83.045161796,183.3,,,
T,42.336547677,-83.045151502,183.3,,,
T,42.336535777,-83.045143289,183.3,,,
T,42.336519281,-83.045131824,183.3,,,
T,42.336509540,-83.045125148,183.3,,,
T,42.336494197,-83.045114551,183.3,,,
T,42.336483423,-83.045107119,183.4,,,
T,42.336467556,-83.045096188,183.4,,,
T,42.336454535,-83.045087677,183.4,,,
T,42.336437398,-83.045075834,183.4,,,
T,42.336424034,-83.045066585,183.4,,,
T,42.336407964,-83.045055473,183.4,,,
T,42.336393491,-83.045045459,183.4,,,
T,42.336381251,-83.045036989,183.4,,,
T,42.336366857,-83.045027031,183.4,,,
T,42.336354800,-83.045019196,183.4,,,
T,42.336344295,-83.045012466,183.4,,,
T,42.336332397,-83.045004270,183.4,,,
T,42.336318693,-83.044994799,183.4,,,
T,42.336307302,-83.044986949,183.4,,,
T,42.336292129,-83.044976492,183.4,,,
T,42.336279617,-83.044967864,183.4,,,
T,42.336268577,-83.044960331,183.4,,,
T,42.336258003,-83.044953154,183.4,,,
T,42.336240357,-83.044941421,183.4,,,
T,42.336227695,-83.044932699,183.4,,,
T,42.336215539,-83.044924345,183.4,,,
T,42.336203256,-83.044915856,183.4,,,
T,42.336188229,-83.044905939,183.4,,,
T,42.336177478,-83.044898522,183.4,,,
T,42.336160455,-83.044886754,183.4,,,
T,42.336146414,-83.044877037,183.3,,,
T,42.336132170,-83.044867193,183.3,,,
T,42.336118298,-83.044857594,183.3,,,
T,42.336102970,-83.044846988,183.3,,,
T,42.336090411,-83.044838356,183.3,,,
T,42.336078460,-83.044830125,183.3,,,
T,42.336066271,-83.044821718,183.3,,,
T,42.336054024,-83.044813546,183.3,,,
T,42.336040171,-83.044804027,183.3,,,
T,42.336024525,-83.044793216,183.3,,,
T,42.336011484,-83.044784233,183.3,,,
T,42.336001091,-83.044777055,183.3,,,
T,42.335990250,-83.044768959,183.3,,,
T,42.335973325,-83.044756388,183.3,,,
T,42.335960640,-83.044746687,183.3,,,
T,42.335948884,-83.044737918,183.3,,,
T,42.335937881,-83.044729978,183.3,,,
T,42.335927112,-83.044722527,183.3,,,
T,42.335915509,-83.044714499,183.3,,,
T,42.335905418,-83.044706861,183.4,,,
T,42.335894757,-83.044698821,183.4,,,
T,42.335883379,-83.044690621,183.4,,,
T,42.335874068,-83.044683490,183.4,,,
T,42.335860967,-83.044674120,183.4,,,
T,42.335848981,-83.044664784,183.4,,,
T,42.335838423,-83.044656758,183.4,,,
T,42.335826510,-83.044647834,183.4,,,
T,42.335815724,-83.044639661,183.4,,,
T,42.335804417,-83.044631837,183.4,,,
T,42.335790791,-83.044621688,183.4,,,
T,42.335778662,-83.044613229,183.4,,,
T,42.335766949,-83.044605050,183.3,,,
T,42.335755636,-83.044597176,183.3,,,
T,42.335743228,-83.044588200,183.3,,,
T,42.335732285,-83.044580558,183.3,,,
T,42.335720704,-83.044571763,183.3,,,
T,42.335711234,-83.044565211,183.3,,,
T,42.335699035,-83.044556750,183.3,,,
T,42.335687718,-83.044548919,183.3,,,
T,42.335677179,-83.044541617,183.4,,,
T,42.335668040,-83.044535282,183.4,,,
T,42.335657400,-83.044527910,183.4,,,
T,42.335646437,-83.044519900,183.4,,,
T,42.335635591,-83.044512396,183.4,,,
T,42.335623965,-83.044503570,183.4,,,
T,42.335612827,-83.044495833,183.4,,,
T,42.335601324,-83.044487821,183.4,,,
T,42.335590552,-83.044479939,183.4,,,
T,42.335580000,-83.044472550,183.5,,,
T,42.335567719,-83.044463616,183.5,,,
T,42.335556435,-83.044455951,183.5,,,
T,42.335544766,-83.044447867,183.5,,,
T,42.335534448,-83.044440701,183.5,,,
T,42.335522850,-83.044432815,183.5,,,
T,42.335512845,-83.044425892,183.5,,,
T,42.335503082,-83.044418787,183.5,,,
T,42.335493542,-83.044412175,183.5,,,
T,42.335481372,-83.044403630,183.5,,,
T,42.335470684,-83.044396275,183.5,,,
T,42.335459101,-83.044387977,183.5,,,
T,42.335448292,-83.044380875,183.5,,,
T,42.335437533,-83.044373285,183.5,,,
T,42.335427476,-83.044366330,183.5,,,
T,42.335416014,-83.044358422,183.5,,,
T,42.335404900,-83.044350435,183.5,,,
T,42.335395878,-83.044344190,183.5,,,
T,42.335387142,-83.044338146,183.5,,,
T,42.335378623,-83.044332254,183.5,,,
T,42.335369130,-83.044325696,183.5,,,
T,42.335358565,-83.044318725,183.5,,,
T,42.335350135,-83.044312921,183.5,,,
T,42.335341236,-83.044306646,183.6,,,
T,42.335331528,-83.044299924,183.6,,,
T,42.335322874,-83.044293944,183.6,,,
T,42.335313827,-83.044287502,183.6,,,
T,42.335304629,-83.044281342,183.6,,,
T,42.335294854,-83.044274782,183.6,,,
T,42.335286220,-83.044269240,183.6,,,
T,42.335277012,-83.044263050,183.6,,,
T,42.335268476,-83.044257655,183.6,,,
T,42.335259008,-83.044250424,183.7,,,
T,42.335250118,-83.044244463,183.7,,,
T,42.335241229,-83.044238504,183.7,,,
T,42.335231145,-83.044231988,183.7,,,
T,42.335221007,-83.044225170,183.7,,,
T,42.335210278,-83.044217151,183.7,,,
T,42.335198952,-83.044209269,183.7,,,
T,42.335185523,-83.044199056,183.7,,,
T,42.335176064,-83.044191781,183.7,,,
T,42.335139413,-83.044167987,183.7,,,
T,42.335118049,-83.044157066,183.7,,,
T,42.335100023,-83.044146899,183.7,,,
T,42.335084866,-83.044136874,183.7,,,
T,42.335071968,-83.044128166,183.7,,,
T,42.335059699,-83.044119957,183.7,,,
T,42.335047813,-83.044111788,183.7,,,
T,42.335036087,-83.044104002,183.7,,,
T,42.335023199,-83.044095384,183.7,,,
T,42.335011856,-83.044088171,183.6,,,
T,42.334999373,-83.044080065,183.6,,,
T,42.334987943,-83.044071948,183.6,,,
T,42.334975083,-83.044062880,183.6,,,
T,42.334964061,-83.044055792,183.6,,,
T,42.334951724,-83.044047041,183.6,,,
T,42.334939747,-83.044038566,183.6,,,
T,42.334926840,-83.044030200,183.6,,,
T,42.334916356,-83.044023812,183.5,,,
T,42.334905535,-83.044016460,183.5,,,
T,42.334895278,-83.044009463,183.5,,,
T,42.334884342,-83.044001746,183.5,,,
T,42.334872321,-83.043993510,183.5,,,
T,42.334862964,-83.043987035,183.5,,,
T,42.334852136,-83.043979824,183.5,,,
T,42.334843676,-83.043974190,183.5,,,
T,42.334835206,-83.043968550,183.5,,,
T,42.334824184,-83.043961210,183.5,,,
T,42.334811097,-83.043952495,183.5,,,
T,42.334800852,-83.043945672,183.5,,,
T,42.334787505,-83.043936784,183.5,,,
T,42.334776741,-83.043929616,183.5,,,
T,42.334766740,-83.043922956,183.5,,,
T,42.334752609,-83.043913545,183.5,,,
T,42.334740032,-83.043904913,183.5,,,
T,42.334728233,-83.043896543,183.5,,,
T,42.334717020,-83.043888021,183.5,,,
T,42.334703775,-83.043879190,183.5,,,
T,42.334689770,-83.043869307,183.5,,,
T,42.334676014,-83.043859567,183.5,,,
T,42.334660747,-83.043848824,183.5,,,
T,42.334645943,-83.043838963,183.5,,,
T,42.334631871,-83.043829574,183.5,,,
T,42.334616674,-83.043819449,183.5,,,
T,42.334602296,-83.043809878,183.5,,,
T,42.334590580,-83.043802071,183.5,,,
T,42.334575641,-83.043792122,183.4,,,
T,42.334563634,-83.043784124,183.4,,,
T,42.334552309,-83.043776581,183.4,,,
T,42.334534159,-83.043764492,183.4,,,
T,42.334520103,-83.043755131,183.4,,,
T,42.334505051,-83.043745105,183.4,,,
T,42.334485763,-83.043732264,183.4,,,
T,42.334469166,-83.043721212,183.3,,,
T,42.334456497,-83.043712771,183.3,,,
T,42.334423195,-83.043690597,183.3,,,
T,42.334407450,-83.043680115,183.3,,,
T,42.334389785,-83.043669691,183.3,,,
T,42.334370058,-83.043656535,183.3,,,
T,42.334353790,-83.043645677,183.3,,,
T,42.334318363,-83.043621065,183.3,,,
T,42.334303001,-83.043610837,183.2,,,
T,42.334283640,-83.043597586,183.2,,,
T,42.334266571,-83.043586795,183.2,,,
T,42.334247068,-83.043573775,183.2,,,
T,42.334226236,-83.043559894,183.1,,,
T,42.334207233,-83.043547234,183.1,,,
T,42.334184974,-83.043532411,183.1,,,
T,42.334162341,-83.043517329,183.0,,,
T,42.334139083,-83.043501833,183.0,,,
T,42.334117795,-83.043487664,182.9,,,
T,42.334092910,-83.043471089,182.9,,,
T,42.334076254,-83.043459991,182.9,,,
T,42.334050674,-83.043442949,182.9,,,
T,42.334029492,-83.043428837,182.8,,,
T,42.334009888,-83.043412865,182.8,,,
T,42.333994309,-83.043402601,182.8,,,
T,42.333978145,-83.043391648,182.8,,,
T,42.333962524,-83.043381090,182.8,,,
T,42.333944585,-83.043368746,182.8,,,
T,42.333928666,-83.043358036,182.8,,,
T,42.333910431,-83.043346201,182.7,,,
T,42.333894607,-83.043335063,182.7,,,
T,42.333880056,-83.043325293,182.7,,,
T,42.333860626,-83.043312530,182.6,,,
T,42.333844432,-83.043301677,182.6,,,
T,42.333828459,-83.043291553,182.6,,,
T,42.333809336,-83.043278794,182.5,,,
T,42.333789644,-83.043265649,182.5,,,
T,42.333767097,-83.043251130,182.4,,,
T,42.333753327,-83.043241923,182.4,,,
T,42.333735235,-83.043230393,182.3,,,
T,42.333720651,-83.043220645,182.3,,,
T,42.333697621,-83.043205300,182.3,,,
T,42.333680404,-83.043193829,182.2,,,
T,42.333661340,-83.043181128,182.2,,,
T,42.333640171,-83.043167024,182.2,,,
T,42.333618641,-83.043152689,182.2,,,
T,42.333597063,-83.043138325,182.2,,,
T,42.333583141,-83.043129053,182.2,,,
T,42.333563196,-83.043115767,182.2,,,
T,42.333549131,-83.043106401,182.2,,,
T,42.333532271,-83.043095955,182.2,,,
T,42.333518183,-83.043088635,182.2,,,
T,42.333503397,-83.043079076,182.2,,,
T,42.333481775,-83.043065540,182.2,,,
T,42.333468168,-83.043056772,182.1,,,
T,42.333453471,-83.043046967,182.1,,,
T,42.333440603,-83.043038393,182.1,,,
T,42.333422187,-83.043026129,182.1,,,
T,42.333408222,-83.043016526,182.1,,,
T,42.333392210,-83.043005864,182.1,,,
T,42.333381451,-83.042999283,182.1,,,
T,42.333366116,-83.042990264,182.1,,,
T,42.333352269,-83.042981639,182.1,,,
T,42.333339210,-83.042973550,182.1,,,
T,42.333326064,-83.042964807,182.1,,,
T,42.333310478,-83.042954430,182.0,,,
T,42.333296120,-83.042944870,182.0,,,
T,42.333281478,-83.042935120,182.0,,,
T,42.333264692,-83.042923943,182.0,,,
T,42.333253012,-83.042916167,182.0,,,
T,42.333236764,-83.042905348,181.9,,,
T,42.333226935,-83.042898804,181.9,,,
T,42.333217432,-83.042892476,181.9,,,
T,42.333205598,-83.042884597,181.9,,,
T,42.333193434,-83.042876499,181.9,,,
T,42.333179315,-83.042867097,181.9,,,
T,42.333169143,-83.042860324,181.9,,,
T,42.333155419,-83.042851187,181.9,,,
T,42.333143201,-83.042843050,181.9,,,
T,42.333132662,-83.042836033,181.9,,,
T,42.333119667,-83.042827380,181.9,,,
T,42.333110716,-83.042821420,181.9,,,
T,42.333099753,-83.042814120,181.9,,,
T,42.333088591,-83.042806689,181.9,,,
T,42.333076871,-83.042798889,181.9,,,
T,42.333061362,-83.042789208,181.9,,,
T,42.333049680,-83.042781438,181.9,,,
T,42.333035946,-83.042772300,181.8,,,
T,42.333022344,-83.042763257,181.8,,,
T,42.333009263,-83.042754550,181.8,,,
T,42.332993707,-83.042744195,181.8,,,
T,42.332981557,-83.042736106,181.8,,,
T,42.332966478,-83.042726067,181.8,,,
T,42.332951791,-83.042716289,181.8,,,
T,42.332939975,-83.042708421,181.7,,,
T,42.332927143,-83.042699877,181.7,,,
T,42.332916835,-83.042693013,181.7,,,
T,42.332905134,-83.042685226,181.7,,,
T,42.332896736,-83.042679635,181.7,,,
T,42.332880386,-83.042668749,181.6,,,
T,42.332867098,-83.042659902,181.6,,,
T,42.332854743,-83.042651675,181.6,,,
T,42.332843181,-83.042643980,181.6,,,
T,42.332832880,-83.042636977,181.5,,,
T,42.332822284,-83.042630277,181.5,,,
T,42.332813482,-83.042624204,181.5,,,
T,42.332798122,-83.042614326,181.5,,,
T,42.332782330,-83.042604455,181.5,,,
T,42.332767508,-83.042595505,181.5,,,
T,42.332752546,-83.042587084,181.5,,,
T,42.332738446,-83.042579328,181.5,,,
T,42.332724148,-83.042570786,181.5,,,
T,42.332709245,-83.042561114,181.5,,,
T,42.332692189,-83.042550894,181.5,,,
T,42.332674963,-83.042541129,181.5,,,
T,42.332661930,-83.042533455,181.6,,,
T,42.332646849,-83.042525089,181.6,,,
T,42.332632535,-83.042517603,181.6,,,
T,42.332617847,-83.042509030,181.6,,,
T,42.332603901,-83.042501053,181.7,,,
T,42.332587134,-83.042490149,181.7,,,
T,42.332569993,-83.042480226,181.8,,,
T,42.332555481,-83.042471954,181.8,,,
T,42.332541846,-83.042462885,181.8,,,
T,42.332525668,-83.042453631,181.9,,,
T,42.332510713,-83.042444593,181.9,,,
T,42.332494472,-83.042434867,181.9,,,
T,42.332480089,-83.042425933,181.9,,,
T,42.332464693,-83.042415455,181.9,,,
T,42.332448971,-83.042404663,181.9,,,
T,42.332434732,-83.042394870,181.9,,,
T,42.332419412,-83.042384919,181.9,,,
T,42.332405910,-83.042376090,181.8,,,
T,42.332393220,-83.042367661,181.8,,,
T,42.332380647,-83.042359342,181.8,,,
T,42.332366670,-83.042349660,181.8,,,
T,42.332353242,-83.042340291,181.8,,,
T,42.332339377,-83.042331451,181.9,,,
T,42.332327418,-83.042323802,181.9,,,
T,42.332313481,-83.042315180,182.0,,,
T,42.332299937,-83.042306170,182.0,,,
T,42.332286747,-83.042296985,182.0,,,
T,42.332273101,-83.042287553,182.1,,,
T,42.332256515,-83.042276683,182.1,,,
T,42.332242667,-83.042267439,182.1,,,
T,42.332228092,-83.042257781,182.2,,,
T,42.332213624,-83.042247774,182.2,,,
T,42.332196576,-83.042236945,182.2,,,
T,42.332183314,-83.042227796,182.2,,,
T,42.332171813,-83.042219792,182.2,,,
T,42.332157475,-83.042209748,182.3,,,
T,42.332141835,-83.042198840,182.3,,,
T,42.332130862,-83.042191208,182.3,,,
T,42.332115394,-83.042180445,182.3,,,
T,42.332100404,-83.042170910,182.3,,,
T,42.332084896,-83.042160650,182.3,,,
T,42.332070512,-83.042151705,182.3,,,
T,42.332055496,-83.042141630,182.3,,,
T,42.332040433,-83.042132150,182.2,,,
T,42.332027284,-83.042123665,182.2,,,
T,42.332012434,-83.042113381,182.2,,,
T,42.331995981,-83.042102556,182.2,,,
T,42.331981410,-83.042094015,182.2,,,
T,42.331966907,-83.042085085,182.2,,,
T,42.331952783,-83.042075613,182.2,,,
T,42.331939762,-83.042066984,182.2,,,
T,42.331924615,-83.042056719,182.2,,,
T,42.331907524,-83.042045108,182.2,,,
T,42.331893452,-83.042035340,182.3,,,
T,42.331876651,-83.042024337,182.3,,,
T,42.331862113,-83.042014974,182.3,,,
T,42.331847545,-83.042006341,182.3,,,
T,42.331831199,-83.041997683,182.3,,,
T,42.331815317,-83.041990790,182.3,,,
T,42.331797991,-83.041984615,182.3,,,
T,42.331780985,-83.041978368,182.3,,,
T,42.331762417,-83.041969761,182.4,,,
T,42.331743834,-83.041960062,182.4,,,
T,42.331727708,-83.041950189,182.4,,,
T,42.331710436,-83.041939552,182.4,,,
T,42.331693780,-83.041929374,182.4,,,
T,42.331678020,-83.041919350,182.4,,,
T,42.331660343,-83.041907620,182.4,,,
T,42.331644225,-83.041896495,182.5,,,
T,42.331624700,-83.041882971,182.5,,,
T,42.331609189,-83.041872698,182.5,,,
T,42.331592557,-83.041861072,182.5,,,
T,42.331574802,-83.041848660,182.5,,,
T,42.331557168,-83.041836305,182.6,,,
T,42.331538458,-83.041823287,182.6,,,
T,42.331519804,-83.041810291,182.6,,,
T,42.331500895,-83.041797105,182.6,,,
T,42.331480662,-83.041782974,182.6,,,
T,42.331462504,-83.041770762,182.6,,,
T,42.331443777,-83.041758525,182.6,,,
T,42.331426660,-83.041747860,182.6,,,
T,42.331406963,-83.041735463,182.6,,,
T,42.331387719,-83.041722631,182.6,,,
T,42.331368402,-83.041709370,182.6,,,
T,42.331347293,-83.041694975,182.6,,,
T,42.331325187,-83.041680046,182.6,,,
T,42.331304229,-83.041665408,182.6,,,
T,42.331280487,-83.041648817,182.6,,,
T,42.331258272,-83.041633317,182.6,,,
T,42.331237886,-83.041619115,182.6,,,
T,42.331213844,-83.041602335,182.6,,,
T,42.331194716,-83.041590392,182.6,,,
T,42.331165706,-83.041571329,182.6,,,
T,42.331147096,-83.041558795,182.6,,,
T,42.331131485,-83.041547979,182.6,,,
T,42.331112506,-83.041534788,182.6,,,
T,42.331093198,-83.041521296,182.7,,,
T,42.331074275,-83.041508073,182.7,,,
T,42.331050912,-83.041492299,182.7,,,
T,42.331029913,-83.041478950,182.7,,,
T,42.331009593,-83.041466976,182.8,,,
T,42.330989798,-83.041454637,182.8,,,
T,42.330969910,-83.041442146,182.8,,,
T,42.330950514,-83.041429789,182.8,,,
T,42.330936473,-83.041420263,182.8,,,
T,42.330917360,-83.041408263,182.8,,,
T,42.330900786,-83.041396937,182.9,,,
T,42.330884641,-83.041386116,182.9,,,
T,42.330869705,-83.041376305,182.9,,,
T,42.330852447,-83.041364661,182.9,,,
T,42.330835254,-83.041353720,182.9,,,
T,42.330819426,-83.041342540,182.9,,,
T,42.330802532,-83.041332441,182.9,,,
T,42.330787110,-83.041323386,182.9,,,
T,42.330772567,-83.041314352,182.9,,,
T,42.330757975,-83.041305172,182.9,,,
T,42.330742542,-83.041294855,182.9,,,
T,42.330726290,-83.041284016,182.9,,,
T,42.330710305,-83.041272860,182.9,,,
T,42.330697337,-83.041263882,182.9,,,
T,42.330677491,-83.041250069,182.9,,,
T,42.330660984,-83.041239344,182.9,,,
T,42.330648532,-83.041230774,182.9,,,
T,42.330636720,-83.041224035,182.9,,,
T,42.330621429,-83.041213835,182.9,,,
T,42.330607819,-83.041204703,182.9,,,
T,42.330598168,-83.041198140,182.9,,,
T,42.330583330,-83.041187953,182.9,,,
T,42.330568091,-83.041177381,182.9,,,
T,42.330556946,-83.041169609,182.9,,,
T,42.330543936,-83.041160547,182.9,,,
T,42.330532897,-83.041152946,182.9,,,
T,42.330520957,-83.041145959,182.9,,,
T,42.330510524,-83.041139796,182.9,,,
T,42.330499531,-83.041134703,182.9,,,
T,42.330490549,-83.041131746,182.9,,,
T,42.330480489,-83.041129951,182.9,,,
T,42.330471656,-83.041129025,182.9,,,
T,42.330462745,-83.041129317,182.9,,,
T,42.330453792,-83.041130892,182.9,,,
T,42.330445885,-83.041132504,183.0,,,
T,42.330437156,-83.041135946,183.0,,,
T,42.330428324,-83.041140357,183.0,,,
T,42.330420720,-83.041143810,183.0,,,
T,42.330412138,-83.041148536,183.0,,,
T,42.330402874,-83.041153319,182.9,,,
T,42.330392463,-83.041158752,182.9,,,
T,42.330383996,-83.041164324,182.9,,,
T,42.330373839,-83.041170600,182.9,,,
T,42.330364551,-83.041176927,182.9,,,
T,42.330352944,-83.041184464,182.9,,,
T,42.330344920,-83.041190019,182.9,,,
T,42.330335882,-83.041196067,182.8,,,
T,42.330327242,-83.041203073,182.8,,,
T,42.330319121,-83.041210555,182.8,,,
T,42.330311738,-83.041217654,182.8,,,
T,42.330303970,-83.041225493,182.8,,,
T,42.330298305,-83.041231755,182.8,,,
T,42.330293181,-83.041238598,182.8,,,
T,42.330287776,-83.041246191,182.8,,,
T,42.330282505,-83.041255526,182.8,,,
T,42.330276411,-83.041267156,182.8,,,
T,42.330271797,-83.041276803,182.8,,,
T,42.330267474,-83.041285748,182.8,,,
T,42.330262841,-83.041293835,182.8,,,
T,42.330258412,-83.041303900,182.8,,,
T,42.330254243,-83.041312711,182.8,,,
T,42.330249625,-83.041323445,182.8,,,
T,42.330245321,-83.041334604,182.8,,,
T,42.330240182,-83.041344879,182.8,,,
T,42.330234675,-83.041357010,182.8,,,
T,42.330230202,-83.041367456,182.8,,,
T,42.330224291,-83.041378744,182.9,,,
T,42.330218950,-83.041390045,182.9,,,
T,42.330213089,-83.041403630,182.9,,,
T,42.330202006,-83.041426676,182.9,,,
T,42.330190179,-83.041453422,182.9,,,
T,42.330184190,-83.041468129,182.9,,,
T,42.330177578,-83.041482100,182.9,,,
T,42.330167423,-83.041504671,183.0,,,
T,42.330158119,-83.041524968,183.0,,,
T,42.330146781,-83.041551640,183.0,,,
T,42.330135766,-83.041577464,183.0,,,
T,42.330124045,-83.041604208,183.0,,,
T,42.330109721,-83.041637551,182.9,,,
T,42.330099956,-83.041660501,182.9,,,
T,42.330090886,-83.041681179,182.9,,,
T,42.330083005,-83.041699930,182.9,,,
T,42.330075425,-83.041717022,182.9,,,
T,42.330067057,-83.041735384,182.9,,,
T,42.330059781,-83.041751755,182.9,,,
T,42.330050600,-83.041771448,183.0,,,
T,42.330043507,-83.041787625,183.0,,,
T,42.330036303,-83.041802433,183.0,,,
T,42.330030112,-83.041817290,183.0,,,
T,42.330023637,-83.041831465,183.0,,,
T,42.330016217,-83.041848274,183.0,,,
T,42.330009868,-83.041862400,183.0,,,
T,42.330003449,-83.041875368,183.0,,,
T,42.329995871,-83.041891082,183.0,,,
T,42.329988910,-83.041905035,183.0,,,
T,42.329981899,-83.041919560,183.0,,,
T,42.329975576,-83.041933405,183.0,,,
T,42.329968368,-83.041948071,183.0,,,
T,42.329960374,-83.041962929,183.0,,,
T,42.329952448,-83.041978953,183.0,,,
T,42.329945960,-83.041992295,183.0,,,
T,42.329939244,-83.042006434,183.0,,,
T,42.329932278,-83.042021444,183.0,,,
T,42.329925894,-83.042035753,183.0,,,
T,42.329919236,-83.042050114,183.0,,,
T,42.329913212,-83.042063487,183.0,,,
T,42.329905339,-83.042079281,183.1,,,
T,42.329896633,-83.042097035,183.0,,,
T,42.329887811,-83.042117711,183.0,,,
T,42.329880944,-83.042134762,183.0,,,
T,42.329874480,-83.042149593,183.0,,,
T,42.329867574,-83.042164751,183.0,,,
T,42.329860019,-83.042180315,183.0,,,
T,42.329854018,-83.042193155,183.0,,,
T,42.329846440,-83.042209202,183.0,,,
T,42.329840752,-83.042222754,182.9,,,
T,42.329834068,-83.042236561,182.9,,,
T,42.329827868,-83.042249303,182.9,,,
T,42.329821388,-83.042265420,182.9,,,
T,42.329815576,-83.042279263,182.9,,,
T,42.329809740,-83.042291804,182.9,,,
T,42.329803801,-83.042304050,182.9,,,
T,42.329797969,-83.042317570,182.9,,,
T,42.329792375,-83.042329593,182.9,,,
T,42.329787368,-83.042340952,182.9,,,
T,42.329780900,-83.042355248,182.9,,,
T,42.329775047,-83.042367762,183.0,,,
T,42.329769771,-83.042379596,183.0,,,
T,42.329764933,-83.042390884,183.0,,,
T,42.329758970,-83.042404436,183.0,,,
T,42.329752474,-83.042418343,183.1,,,
T,42.329747386,-83.042429862,183.1,,,
T,42.329741686,-83.042442068,183.1,,,
T,42.329736548,-83.042455230,183.1,,,
T,42.329731185,-83.042467182,183.1,,,
T,42.329725714,-83.042478367,183.2,,,
T,42.329720445,-83.042490191,183.2,,,
T,42.329714646,-83.042502668,183.2,,,
T,42.329709642,-83.042513011,183.2,,,
T,42.329704700,-83.042524665,183.2,,,
T,42.329699395,-83.042536269,183.2,,,
T,42.329693752,-83.042548508,183.2,,,
T,42.329688461,-83.042560979,183.2,,,
T,42.329684185,-83.042571418,183.3,,,
T,42.329679175,-83.042582239,183.3,,,
T,42.329673876,-83.042593709,183.3,,,
T,42.329668738,-83.042605666,183.3,,,
T,42.329663553,-83.042618221,183.3,,,
T,42.329659285,-83.042627420,183.3,,,
T,42.329654432,-83.042637801,183.3,,,
T,42.329649958,-83.042648291,183.3,,,
T,42.329645462,-83.042658835,183.3,,,
T,42.329640782,-83.042669300,183.3,,,
T,42.329635075,-83.042682673,183.3,,,
T,42.329630236,-83.042694013,183.3,,,
T,42.329625198,-83.042705819,183.3,,,
T,42.329619519,-83.042719128,183.3,,,
T,42.329614763,-83.042730272,183.3,,,
T,42.329608782,-83.042744289,183.3,,,
T,42.329603724,-83.042756142,183.3,,,
T,42.329598934,-83.042767366,183.3,,,
T,42.329592464,-83.042782528,183.3,,,
T,42.329588129,-83.042792686,183.2,,,
T,42.329583247,-83.042804125,183.2,,,
T,42.329578855,-83.042814418,183.2,,,
T,42.329573069,-83.042827975,183.2,,,
T,42.329568422,-83.042838866,183.2,,,
T,42.329563052,-83.042851450,183.1,,,
T,42.329559289,-83.042860268,183.1,,,
T,42.329553751,-83.042873246,183.1,,,
T,42.329548526,-83.042885490,183.0,,,
T,42.329541690,-83.042901508,183.0,,,
T,42.329537191,-83.042912052,183.0,,,
T,42.329531507,-83.042925370,182.9,,,
T,42.329526008,-83.042938257,182.9,,,
T,42.329520993,-83.042950008,182.9,,,
T,42.329515545,-83.042962773,182.9,,,
T,42.329510809,-83.042973873,182.9,,,
T,42.329506423,-83.042984149,182.9,,,
T,42.329501264,-83.042996240,182.9,,,
T,42.329496378,-83.043007688,182.9,,,
T,42.329491356,-83.043019458,182.9,,,
T,42.329486211,-83.043031513,182.9,,,
T,42.329480379,-83.043045180,182.9,,,
T,42.329475820,-83.043055863,182.9,,,
T,42.329470723,-83.043067807,182.9,,,
T,42.329463002,-83.043085901,183.0,,,
T,42.329457314,-83.043099230,183.0,,,
T,42.329452449,-83.043110630,183.0,,,
T,42.329445205,-83.043127604,183.0,,,
T,42.329438740,-83.043142755,183.1,,,
T,42.329432337,-83.043158796,183.1,,,
T,42.329427036,-83.043171228,183.1,,,
T,42.329421902,-83.043183264,183.2,,,
T,42.329415540,-83.043198176,183.2,,,
T,42.329409700,-83.043212396,183.2,,,
T,42.329403752,-83.043226878,183.2,,,
T,42.329398633,-83.043238889,183.2,,,
T,42.329392241,-83.043253874,183.2,,,
T,42.329384911,-83.043271565,183.2,,,
T,42.329378638,-83.043286303,183.2,,,
T,42.329372008,-83.043301959,183.2,,,
T,42.329365110,-83.043319620,183.2,,,
T,42.329358855,-83.043335167,183.2,,,
T,42.329353428,-83.043347908,183.2,,,
T,42.329347652,-83.043361451,183.2,,,
T,42.329341817,-83.043375134,183.2,,,
T,42.329336267,-83.043388134,183.2,,,
T,42.329329753,-83.043403382,183.2,,,
T,42.329322727,-83.043420303,183.2,,,
T,42.329316379,-83.043435665,183.2,,,
T,42.329309301,-83.043452260,183.2,,,
T,42.329301047,-83.043472069,183.2,,,
T,42.329293990,-83.043489610,183.2,,,
T,42.329287061,-83.043505852,183.2,,,
T,42.329279069,-83.043524586,183.2,,,
