type,latitude,longitude,altitude (m),name,desc,kml_folder
T,42.338600266,-83.051916991,183.7,,,
T,42.338611080,-83.051925481,183.8,,,
T,42.338620953,-83.051933331,183.8,,,
T,42.338630485,-83.051940245,183.8,,,
T,42.338641596,-83.051947847,183.8,,,
T,42.338653548,-83.051956719,183.8,,,
T,42.338662623,-83.051963335,183.8,,,
T,42.338671851,-83.051969662,183.8,,,
T,42.338683591,-83.051977693,183.8,,,
T,42.338694080,-83.051985639,183.8,,,
T,42.338706389,-83.051995215,183.9,,,
T,42.338717723,-83.052002956,183.9,,,
T,42.338729366,-83.052010939,183.9,,,
T,42.338740705,-83.052018723,183.9,,,
T,42.338751408,-83.052026083,183.9,,,
T,42.338761213,-83.052033214,183.9,,,
T,42.338772156,-83.052040777,183.9,,,
T,42.338785213,-83.052050119,183.9,,,
T,42.338796978,-83.052058226,183.9,,,
T,42.338810288,-83.052065418,183.9,,,
T,42.338822763,-83.052069702,183.9,,,
T,42.338833443,-83.052071498,183.9,,,
T,42.338843812,-83.052072105,183.9,,,
T,42.338852763,-83.052072456,183.9,,,
T,42.338862810,-83.052071261,183.9,,,
T,42.338872166,-83.052069314,184.0,,,
T,42.338883208,-83.052065573,184.0,,,
T,42.338894595,-83.052061308,184.0,,,
T,42.338905343,-83.052056233,184.0,,,
T,42.338916572,-83.052050163,184.0,,,
T,42.338930083,-83.052042752,184.0,,,
T,42.338944719,-83.052032187,184.0,,,
T,42.338958094,-83.052021141,184.0,,,
T,42.338969417,-83.052010218,184.0,,,
T,42.338982130,-83.051996905,184.1,,,
T,42.338993832,-83.051982942,184.1,,,
T,42.339005130,-83.051968489,184.1,,,
T,42.339016299,-83.051952215,184.1,,,
T,42.339028258,-83.051934672,184.2,,,
T,42.339037105,-83.051920816,184.2,,,
T,42.339046881,-83.051905693,184.2,,,
T,42.339059768,-83.051884944,184.3,,,
T,42.339070786,-83.051866029,184.3,,,
T,42.339082998,-83.051845050,184.3,,,
T,42.339094112,-83.051824597,184.4,,,
T,42.339104195,-83.051806533,184.4,,,
T,42.339113199,-83.051785640,184.4,,,
T,42.339120943,-83.051768641,184.4,,,
T,42.339128893,-83.051750822,184.4,,,
T,42.339135926,-83.051734968,184.4,,,
T,42.339142855,-83.051718656,184.4,,,
T,42.339148625,-83.051705117,184.5,,,
T,42.339154542,-83.051691845,184.5,,,
T,42.339160836,-83.051677043,184.5,,,
T,42.339166024,-83.051664360,184.5,,,
T,42.339172025,-83.051649789,184.5,,,
T,42.339178074,-83.051636212,184.5,,,
T,42.339182564,-83.051625838,184.5,,,
T,42.339187658,-83.051613411,184.5,,,
T,42.339192429,-83.051601761,184.5,,,
T,42.339196549,-83.051591692,184.5,,,
T,42.339201660,-83.051579199,184.5,,,
T,42.339207818,-83.051564180,184.5,,,
T,42.339213547,-83.051550185,184.5,,,
T,42.339218611,-83.051537810,184.5,,,
T,42.339225878,-83.051520069,184.5,,,
T,42.339232016,-83.051505096,184.5,,,
T,42.339235725,-83.051496047,184.5,,,
T,42.339241367,-83.051482282,184.5,,,
T,42.339245072,-83.051473228,184.5,,,
T,42.339251156,-83.051458385,184.5,,,
T,42.339255627,-83.051448098,184.5,,,
T,42.339260373,-83.051437149,184.5,,,
T,42.339265038,-83.051426385,184.5,,,
T,42.339269269,-83.051416062,184.5,,,
T,42.339273637,-83.051405408,184.5,,,
T,42.339279173,-83.051391900,184.5,,,
T,42.339284355,-83.051379257,184.5,,,
T,42.339288951,-83.051368045,184.5,,,
T,42.339294441,-83.051354650,184.5,,,
T,42.339299094,-83.051343299,184.5,,,
T,42.339302867,-83.051334093,184.5,,,
T,42.339306665,-83.051324752,184.5,,,
T,42.339312033,-83.051312037,184.5,,,
T,42.339318353,-83.051296228,184.5,,,
T,42.339323323,-83.051283819,184.5,,,
T,42.339329657,-83.051268103,184.6,,,
T,42.339335315,-83.051254085,184.6,,,
T,42.339342671,-83.051235837,184.6,,,
T,42.339348532,-83.051221381,184.6,,,
T,42.339353901,-83.051207943,184.6,,,
T,42.339358784,-83.051195692,184.6,,,
T,42.339364171,-83.051183396,184.6,,,
T,42.339369669,-83.051169756,184.6,,,
T,42.339374909,-83.051157876,184.6,,,
T,42.339379323,-83.051146609,184.6,,,
T,42.339384511,-83.051133881,184.6,,,
T,42.339389587,-83.051121683,184.6,,,
T,42.339395389,-83.051107833,184.6,,,
T,42.339400126,-83.051095887,184.6,,,
T,42.339405847,-83.051082940,184.6,,,
T,42.339411146,-83.051069672,184.6,,,
T,42.339417387,-83.051054797,184.6,,,
T,42.339422071,-83.051043776,184.6,,,
T,42.339427917,-83.051031255,184.6,,,
T,42.339432719,-83.051019195,184.6,,,
T,42.339437762,-83.051006487,184.6,,,
T,42.339442683,-83.050994885,184.6,,,
T,42.339447989,-83.050981600,184.6,,,
T,42.339452678,-83.050969902,184.6,,,
T,42.339458829,-83.050955148,184.6,,,
T,42.339463629,-83.050943997,184.6,,,
T,42.339469095,-83.050930401,184.6,,,
T,42.339475523,-83.050915012,184.6,,,
T,42.339480570,-83.050903121,184.6,,,
T,42.339486397,-83.050888682,184.6,,,
T,42.339493404,-83.050871911,184.6,,,
T,42.339498677,-83.050858734,184.6,,,
T,42.339504753,-83.050845145,184.6,,,
T,42.339510175,-83.050832366,184.6,,,
T,42.339515129,-83.050819948,184.6,,,
T,42.339519076,-83.050810529,184.6,,,
T,42.339523657,-83.050800378,184.6,,,
T,42.339527668,-83.050790424,184.6,,,
T,42.339531680,-83.050780490,184.6,,,
T,42.339536201,-83.050769255,184.6,,,
T,42.339541942,-83.050754994,184.6,,,
T,42.339545930,-83.050746956,184.6,,,
T,42.339549796,-83.050737330,184.6,,,
T,42.339554252,-83.050726827,184.6,,,
T,42.339558180,-83.050717833,184.6,,,
T,42.339562602,-83.050707989,184.6,,,
T,42.339568378,-83.050694482,184.6,,,
T,42.339573108,-83.050683427,184.6,,,
T,42.339578486,-83.050671957,184.6,,,
T,42.339583109,-83.050661650,184.6,,,
T,42.339587758,-83.050651275,184.7,,,
T,42.339593224,-83.050638504,184.7,,,
T,42.339598493,-83.050626146,184.7,,,
T,42.339602966,-83.050615621,184.7,,,
T,42.339608490,-83.050603250,184.7,,,
T,42.339613766,-83.050590921,184.8,,,
T,42.339618205,-83.050580533,184.8,,,
T,42.339622994,-83.050569338,184.8,,,
T,42.339627731,-83.050558251,184.8,,,
T,42.339633405,-83.050545005,184.8,,,
T,42.339638205,-83.050534904,184.8,,,
T,42.339643959,-83.050521896,184.8,,,
T,42.339649884,-83.050507995,184.9,,,
T,42.339655377,-83.050495081,184.9,,,
T,42.339661344,-83.050481678,184.9,,,
T,42.339666966,-83.050468534,184.9,,,
T,42.339673261,-83.050453950,184.9,,,
T,42.339678101,-83.050442554,184.9,,,
T,42.339684145,-83.050429048,184.9,,,
T,42.339690583,-83.050413997,184.9,,,
T,42.339696007,-83.050401933,184.9,,,
T,42.339700465,-83.050391511,184.9,,,
T,42.339705953,-83.050378682,184.9,,,
T,42.339710356,-83.050368391,184.9,,,
T,42.339715807,-83.050356245,184.9,,,
T,42.339720580,-83.050345078,184.9,,,
T,42.339725259,-83.050334146,184.9,,,
T,42.339731044,-83.050321198,184.9,,,
T,42.339737001,-83.050307894,184.9,,,
T,42.339743600,-83.050293095,184.9,,,
T,42.339751419,-83.050278093,184.9,,,
T,42.339757273,-83.050264395,184.9,,,
T,42.339763090,-83.050251440,184.9,,,
T,42.339769192,-83.050237830,184.9,,,
T,42.339774575,-83.050225213,184.9,,,
T,42.339778990,-83.050214749,184.9,,,
T,42.339784188,-83.050203159,184.9,,,
T,42.339790633,-83.050188688,184.9,,,
T,42.339795074,-83.050178292,184.9,,,
T,42.339801538,-83.050163761,184.9,,,
T,42.339806314,-83.050152585,184.9,,,
T,42.339811127,-83.050141324,184.9,,,
T,42.339817205,-83.050128345,185.0,,,
T,42.339822988,-83.050114828,185.0,,,
T,42.339828381,-83.050102219,185.0,,,
T,42.339835181,-83.050086325,185.0,,,
T,42.339840052,-83.050074938,185.0,,,
T,42.339847099,-83.050058462,185.0,,,
T,42.339852659,-83.050046718,185.1,,,
T,42.339858743,-83.050032503,185.1,,,
T,42.339865289,-83.050018506,185.1,,,
T,42.339871527,-83.050003945,185.1,,,
T,42.339878687,-83.049987204,185.1,,,
T,42.339886210,-83.049969614,185.1,,,
T,42.339892508,-83.049955587,185.2,,,
T,42.339899396,-83.049939478,185.2,,,
T,42.339904958,-83.049926503,185.2,,,
T,42.339910054,-83.049914611,185.2,,,
T,42.339916309,-83.049900004,185.2,,,
T,42.339923014,-83.049884343,185.2,,,
T,42.339930211,-83.049868210,185.2,,,
T,42.339936591,-83.049853294,185.2,,,
T,42.339942764,-83.049838865,185.2,,,
T,42.339949629,-83.049823530,185.1,,,
T,42.339955673,-83.049809427,185.1,,,
T,42.339964998,-83.049787647,185.0,,,
T,42.339971001,-83.049773636,185.0,,,
T,42.339979431,-83.049754738,184.9,,,
T,42.339987295,-83.049737125,184.9,,,
T,42.339993606,-83.049722401,184.9,,,
T,42.340002137,-83.049702473,184.9,,,
T,42.340010785,-83.049682257,184.8,,,
T,42.340017924,-83.049666367,184.8,,,
T,42.340025321,-83.049647582,184.8,,,
T,42.340033460,-83.049628516,184.8,,,
T,42.340039999,-83.049613025,184.8,,,
T,42.340046264,-83.049598255,184.8,,,
T,42.340053914,-83.049580316,184.8,,,
T,42.340059849,-83.049566384,184.8,,,
T,42.340066141,-83.049551607,184.8,,,
T,42.340073658,-83.049533180,184.8,,,
T,42.340080875,-83.049516129,184.8,,,
T,42.340089365,-83.049496212,184.9,,,
T,42.340096038,-83.049480480,184.9,,,
T,42.340104405,-83.049462140,185.0,,,
T,42.340111518,-83.049445242,185.0,,,
T,42.340119908,-83.049425634,185.1,,,
T,42.340128110,-83.049407041,185.2,,,
T,42.340138863,-83.049381833,185.3,,,
T,42.340146725,-83.049363976,185.3,,,
T,42.340154085,-83.049347342,185.3,,,
T,42.340163174,-83.049326813,185.3,,,
T,42.340170423,-83.049309794,185.3,,,
T,42.340179665,-83.049288192,185.4,,,
T,42.340186942,-83.049271087,185.4,,,
T,42.340192967,-83.049256148,185.4,,,
T,42.340201559,-83.049235867,185.4,,,
T,42.340210624,-83.049214450,185.4,,,
T,42.340222002,-83.049188410,185.4,,,
T,42.340234653,-83.049158746,185.5,,,
T,42.340245655,-83.049132831,185.5,,,
T,42.340255882,-83.049107732,185.5,,,
T,42.340266102,-83.049083644,185.5,,,
T,42.340277121,-83.049057850,185.5,,,
T,42.340286743,-83.049035251,185.6,,,
T,42.340301983,-83.048999357,185.5,,,
T,42.340315505,-83.048966605,185.5,,,
T,42.340326282,-83.048941085,185.5,,,
T,42.340336225,-83.048916502,185.5,,,
T,42.340342946,-83.048899258,185.5,,,
T,42.340350140,-83.048881758,185.5,,,
T,42.340356989,-83.048865427,185.5,,,
T,42.340363972,-83.048848721,185.5,,,
T,42.340369320,-83.048834842,185.5,,,
T,42.340376821,-83.048816666,185.5,,,
T,42.340383008,-83.048801366,185.5,,,
T,42.340390756,-83.048782982,185.5,,,
T,42.340397852,-83.048766196,185.5,,,
T,42.340405528,-83.048748278,185.5,,,
T,42.340412877,-83.048730914,185.5,,,
T,42.340420756,-83.048712432,185.5,,,
T,42.340431334,-83.048690420,185.6,,,
T,42.340440498,-83.048674862,185.6,,,
T,42.340450459,-83.048657862,185.6,,,
T,42.340460800,-83.048640397,185.7,,,
T,42.340470340,-83.048625408,185.7,,,
T,42.340480565,-83.048606159,185.7,,,
T,42.340489793,-83.048589791,185.8,,,
T,42.340499152,-83.048572277,185.8,,,
T,42.340507743,-83.048555705,185.8,,,
T,42.340516281,-83.048539444,185.8,,,
T,42.340524710,-83.048522658,185.8,,,
T,42.340534317,-83.048502496,185.9,,,
T,42.340543208,-83.048483292,185.9,,,
T,42.340550330,-83.048467340,185.9,,,
T,42.340556905,-83.048452136,185.9,,,
T,42.340564618,-83.048434128,185.9,,,
T,42.340572571,-83.048415792,185.9,,,
T,42.340580310,-83.048397949,185.9,,,
T,42.340587700,-83.048380776,185.9,,,
T,42.340596733,-83.048359659,185.9,,,
T,42.340604196,-83.048342960,185.9,,,
T,42.340611667,-83.048325552,185.9,,,
T,42.340620486,-83.048304977,185.9,,,
T,42.340627908,-83.048287625,185.9,,,
T,42.340634934,-83.048271202,185.9,,,
T,42.340641023,-83.048256944,185.9,,,
T,42.340648296,-83.048240564,185.9,,,
T,42.340655776,-83.048223922,185.9,,,
T,42.340662256,-83.048208614,185.9,,,
T,42.340669082,-83.048192518,185.9,,,
T,42.340675275,-83.048178770,185.9,,,
T,42.340680898,-83.048164174,185.9,,,
T,42.340685472,-83.048149673,185.9,,,
T,42.340689480,-83.048135645,185.9,,,
T,42.340692948,-83.048120258,185.9,,,
T,42.340694324,-83.048107799,185.9,,,
T,42.340695201,-83.048095995,185.9,,,
T,42.340695124,-83.048084782,185.9,,,
T,42.340694690,-83.048074011,185.9,,,
T,42.340693949,-83.048062200,185.9,,,
T,42.340692758,-83.048050663,185.9,,,
T,42.340691445,-83.048038825,185.9,,,
T,42.340689900,-83.048026732,185.9,,,
T,42.340687666,-83.048014453,185.9,,,
T,42.340685728,-83.048005121,185.9,,,
T,42.340682472,-83.047992251,185.9,,,
T,42.340678456,-83.047979541,185.9,,,
T,42.340674488,-83.047968620,185.9,,,
T,42.340670189,-83.047957551,185.9,,,
T,42.340664685,-83.047947085,185.9,,,
T,42.340659454,-83.047939425,185.9,,,
T,42.340653578,-83.047932463,185.9,,,
T,42.340647023,-83.047924859,185.8,,,
T,42.340640407,-83.047917017,185.8,,,
T,42.340633789,-83.047909869,185.8,,,
T,42.340627064,-83.047903285,185.8,,,
T,42.340619131,-83.047895908,185.8,,,
T,42.340612591,-83.047889965,185.8,,,
T,42.340606419,-83.047885229,185.8,,,
T,42.340600601,-83.047880858,185.8,,,
T,42.340594733,-83.047876797,185.8,,,
T,42.340589295,-83.047873452,185.8,,,
T,42.340583522,-83.047869952,185.8,,,
T,42.340578204,-83.047866504,185.8,,,
T,42.340572098,-83.047862714,185.8,,,
T,42.340566455,-83.047858874,185.8,,,
T,42.340560128,-83.047855343,185.7,,,
T,42.340552400,-83.047850995,185.7,,,
T,42.340546149,-83.047847019,185.7,,,
T,42.340539274,-83.047843053,185.7,,,
T,42.340532658,-83.047839610,185.7,,,
T,42.340525968,-83.047835454,185.7,,,
T,42.340519260,-83.047831728,185.7,,,
T,42.340513047,-83.047827690,185.7,,,
T,42.340505160,-83.047824061,185.7,,,
T,42.340497894,-83.047819854,185.6,,,
T,42.340491827,-83.047816030,185.6,,,
T,42.340485398,-83.047811834,185.6,,,
T,42.340478447,-83.047807379,185.6,,,
T,42.340471397,-83.047802860,185.6,,,
T,42.340464531,-83.047798179,185.6,,,
T,42.340457257,-83.047793273,185.6,,,
T,42.340449658,-83.047788135,185.6,,,
T,42.340443732,-83.047784252,185.5,,,
T,42.340436023,-83.047779216,185.5,,,
T,42.340427072,-83.047773466,185.5,,,
T,42.340417994,-83.047767611,185.5,,,
T,42.340410131,-83.047762490,185.5,,,
T,42.340403650,-83.047758294,185.5,,,
T,42.340396297,-83.047753513,185.5,,,
T,42.340388701,-83.047748343,185.4,,,
T,42.340381138,-83.047743201,185.4,,,
T,42.340374261,-83.047738510,185.4,,,
T,42.340366740,-83.047733648,185.4,,,
T,42.340359753,-83.047728577,185.4,,,
T,42.340351150,-83.047722711,185.4,,,
T,42.340342764,-83.047717322,185.3,,,
T,42.340335040,-83.047712287,185.3,,,
T,42.340325843,-83.047706344,185.3,,,
T,42.340317012,-83.047700637,185.3,,,
T,42.340308475,-83.047695156,185.3,,,
T,42.340302224,-83.047691121,185.3,,,
T,42.340294544,-83.047686183,185.2,,,
T,42.340287820,-83.047681086,185.2,,,
T,42.340281109,-83.047676742,185.2,,,
T,42.340272989,-83.047671507,185.2,,,
T,42.340264732,-83.047665923,185.2,,,
T,42.340255217,-83.047659801,185.1,,,
T,42.340248167,-83.047655245,185.1,,,
T,42.340240615,-83.047650130,185.1,,,
T,42.340234698,-83.047646304,185.1,,,
T,42.340227719,-83.047641828,185.1,,,
T,42.340221314,-83.047637711,185.0,,,
T,42.340211485,-83.047631147,185.0,,,
T,42.340202286,-83.047625234,185.0,,,
T,42.340196256,-83.047621356,185.0,,,
T,42.340189794,-83.047616945,185.0,,,
T,42.340180455,-83.047610712,185.0,,,
T,42.340172757,-83.047605580,185.0,,,
T,42.340165177,-83.047600606,185.0,,,
T,42.340157841,-83.047595804,184.9,,,
T,42.340151986,-83.047591894,184.9,,,
T,42.340143406,-83.047585776,184.9,,,
T,42.340135437,-83.047580625,184.9,,,
T,42.340127092,-83.047575258,184.9,,,
T,42.340118409,-83.047569760,184.9,,,
T,42.340107695,-83.047562703,184.9,,,
T,42.340097569,-83.047555955,184.9,,,
T,42.340087086,-83.047549015,184.9,,,
T,42.340074810,-83.047540681,184.8,,,
T,42.340061055,-83.047531181,184.8,,,
T,42.340049308,-83.047523392,184.8,,,
T,42.340037647,-83.047515508,184.8,,,
T,42.340024392,-83.047506650,184.7,,,
T,42.340010370,-83.047497584,184.7,,,
T,42.339996075,-83.047488232,184.7,,,
T,42.339983134,-83.047479128,184.7,,,
T,42.339969074,-83.047469758,184.6,,,
T,42.339959707,-83.047463732,184.6,,,
T,42.339950295,-83.047457635,184.6,,,
T,42.339940172,-83.047451062,184.5,,,
T,42.339930966,-83.047444808,184.5,,,
T,42.339920667,-83.047438091,184.5,,,
T,42.339911033,-83.047431500,184.4,,,
T,42.339900295,-83.047424586,184.4,,,
T,42.339890490,-83.047418221,184.4,,,
T,42.339880720,-83.047411951,184.3,,,
T,42.339869667,-83.047404820,184.3,,,
T,42.339859809,-83.047398347,184.3,,,
T,42.339849569,-83.047391664,184.2,,,
T,42.339838494,-83.047384108,184.2,,,
T,42.339828484,-83.047377586,184.2,,,
T,42.339817221,-83.047370363,184.1,,,
T,42.339806607,-83.047363437,184.1,,,
T,42.339796115,-83.047356673,184.1,,,
T,42.339783863,-83.047348809,184.1,,,
T,42.339771959,-83.047341053,184.0,,,
T,42.339760182,-83.047333477,184.0,,,
T,42.339749436,-83.047326556,184.0,,,
T,42.339738439,-83.047319460,183.9,,,
T,42.339727364,-83.047311648,183.9,,,
T,42.339716918,-83.047304765,183.9,,,
T,42.339706699,-83.047298171,183.9,,,
T,42.339693059,-83.047288963,183.8,,,
T,42.339683699,-83.047282539,183.8,,,
T,42.339675232,-83.047275852,183.8,,,
T,42.339665398,-83.047268992,183.8,,,
T,42.339655886,-83.047262591,183.7,,,
T,42.339645563,-83.047255695,183.7,,,
T,42.339636859,-83.047249281,183.7,,,
T,42.339626137,-83.047240912,183.7,,,
T,42.339613059,-83.047231668,183.6,,,
T,42.339601389,-83.047223162,183.6,,,
T,42.339589502,-83.047214487,183.6,,,
T,42.339579747,-83.047207330,183.5,,,
T,42.339568538,-83.047199089,183.5,,,
T,42.339557247,-83.047191533,183.5,,,
T,42.339547274,-83.047184269,183.5,,,
T,42.339536160,-83.047176842,183.4,,,
T,42.339528256,-83.047171582,183.4,,,
T,42.339516863,-83.047163215,183.4,,,
T,42.339506166,-83.047155802,183.4,,,
T,42.339493007,-83.047146695,183.4,,,
T,42.339482488,-83.047139441,183.3,,,
T,42.339472022,-83.047132198,183.3,,,
T,42.339461218,-83.047124722,183.3,,,
T,42.339451622,-83.047118092,183.3,,,
T,42.339439491,-83.047109698,183.3,,,
T,42.339429794,-83.047102995,183.2,,,
T,42.339417777,-83.047094679,183.2,,,
T,42.339405264,-83.047086020,183.2,,,
T,42.339395833,-83.047079501,183.2,,,
T,42.339382742,-83.047070443,183.2,,,
T,42.339373763,-83.047064241,183.2,,,
T,42.339362597,-83.047056911,183.2,,,
T,42.339351502,-83.047049253,183.2,,,
T,42.339339985,-83.047041690,183.2,,,
T,42.339329771,-83.047034628,183.2,,,
T,42.339319278,-83.047027328,183.2,,,
T,42.339306316,-83.047018347,183.1,,,
T,42.339295118,-83.047010589,183.2,,,
T,42.339285968,-83.047004280,183.2,,,
T,42.339273683,-83.046995777,183.2,,,
T,42.339260804,-83.046986871,183.2,,,
T,42.339250491,-83.046979742,183.2,,,
T,42.339239888,-83.046972407,183.2,,,
T,42.339228624,-83.046964585,183.2,,,
T,42.339217567,-83.046956934,183.2,,,
T,42.339205760,-83.046949158,183.2,,,
T,42.339195798,-83.046942269,183.2,,,
T,42.339180037,-83.046931360,183.2,,,
T,42.339167855,-83.046922926,183.2,,,
T,42.339157168,-83.046915535,183.2,,,
T,42.339144724,-83.046907279,183.2,,,
T,42.339131954,-83.046898430,183.2,,,
T,42.339121167,-83.046891101,183.2,,,
T,42.339111174,-83.046884183,183.2,,,
T,42.339100194,-83.046876611,183.2,,,
T,42.339090990,-83.046870265,183.2,,,
T,42.339081437,-83.046863656,183.2,,,
T,42.339071457,-83.046856780,183.1,,,
T,42.339058388,-83.046847735,183.1,,,
T,42.339046334,-83.046839834,183.1,,,
T,42.339036005,-83.046832724,183.1,,,
T,42.339023547,-83.046824119,183.0,,,
T,42.339012090,-83.046816190,183.0,,,
T,42.339001691,-83.046809009,183.0,,,
T,42.338991374,-83.046801890,183.0,,,
T,42.338980254,-83.046794195,183.0,,,
T,42.338968297,-83.046785925,183.0,,,
T,42.338957185,-83.046778263,183.1,,,
T,42.338944171,-83.046769265,183.1,,,
T,42.338931337,-83.046760386,183.1,,,
T,42.338917841,-83.046751045,183.1,,,
T,42.338907544,-83.046743945,183.1,,,
T,42.338896813,-83.046736527,183.1,,,
T,42.338885522,-83.046728714,183.1,,,
T,42.338873246,-83.046720217,183.1,,,
T,42.338861090,-83.046712258,183.1,,,
T,42.338849265,-83.046705065,183.1,,,
T,42.338837538,-83.046697442,183.1,,,
T,42.338826025,-83.046689497,183.1,,,
T,42.338815127,-83.046682010,183.1,,,
T,42.338803511,-83.046673979,183.1,,,
T,42.338790183,-83.046665308,183.1,,,
T,42.338775810,-83.046655383,183.1,,,
T,42.338760144,-83.046644570,183.1,,,
T,42.338747364,-83.046635775,183.1,,,
T,42.338733403,-83.046626666,183.1,,,
T,42.338719602,-83.046617651,183.1,,,
T,42.338705070,-83.046608143,183.1,,,
T,42.338688017,-83.046596384,183.1,,,
T,42.338671683,-83.046586231,183.1,,,
T,42.338654754,-83.046574618,183.1,,,
T,42.338638652,-83.046564136,183.1,,,
T,42.338620868,-83.046552473,183.1,,,
T,42.338603822,-83.046540843,183.1,,,
T,42.338587509,-83.046529661,183.1,,,
T,42.338573719,-83.046520118,183.1,,,
T,42.338556791,-83.046509030,183.1,,,
T,42.338541754,-83.046499388,183.1,,,
T,42.338525041,-83.046488009,183.1,,,
T,42.338509515,-83.046477381,183.1,,,
T,42.338490903,-83.046465272,183.1,,,
T,42.338472725,-83.046452939,183.1,,,
T,42.338455766,-83.046441965,183.1,,,
T,42.338441666,-83.046433528,183.1,,,
T,42.338427526,-83.046424319,183.1,,,
T,42.338413890,-83.046415429,183.1,,,
T,42.338400209,-83.046406548,183.1,,,
T,42.338386828,-83.046397451,183.1,,,
T,42.338374844,-83.046389356,183.0,,,
T,42.338360816,-83.046380110,183.0,,,
T,42.338346624,-83.046370909,183.0,,,
T,42.338333747,-83.046362030,183.0,,,
T,42.338321251,-83.046353756,183.0,,,
T,42.338309267,-83.046345776,183.0,,,
T,42.338296386,-83.046336934,183.0,,,
T,42.338285001,-83.046330086,183.0,,,
T,42.338272875,-83.046322508,182.9,,,
T,42.338260452,-83.046314543,182.9,,,
T,42.338245363,-83.046304185,182.9,,,
T,42.338231019,-83.046294748,182.9,,,
T,42.338216733,-83.046285345,182.9,,,
T,42.338203423,-83.046276661,182.8,,,
T,42.338188551,-83.046266368,182.8,,,
T,42.338173935,-83.046256752,182.8,,,
T,42.338160006,-83.046247389,182.8,,,
T,42.338147539,-83.046239559,182.9,,,
T,42.338133905,-83.046230843,182.9,,,
T,42.338121414,-83.046222866,182.9,,,
T,42.338108197,-83.046213724,182.9,,,
T,42.338095262,-83.046204894,182.9,,,
T,42.338080705,-83.046195524,182.9,,,
T,42.338067992,-83.046186827,183.0,,,
T,42.338056361,-83.046178887,183.0,,,
T,42.338043826,-83.046170955,183.0,,,
T,42.338029735,-83.046161355,183.0,,,
T,42.338017491,-83.046152951,183.0,,,
T,42.338005178,-83.046144420,183.0,,,
T,42.337992863,-83.046136536,183.0,,,
T,42.337978525,-83.046126621,183.0,,,
T,42.337966430,-83.046119026,183.0,,,
T,42.337953254,-83.046109986,183.0,,,
T,42.337940431,-83.046101219,183.0,,,
T,42.337927135,-83.046092100,183.0,,,
T,42.337912876,-83.046082722,183.0,,,
T,42.337898840,-83.046073384,183.0,,,
T,42.337888256,-83.046066016,183.0,,,
T,42.337872775,-83.046055306,183.1,,,
T,42.337862744,-83.046048316,183.1,,,
T,42.337851697,-83.046040631,183.1,,,
T,42.337841332,-83.046033424,183.1,,,
T,42.337828100,-83.046024268,183.1,,,
T,42.337811790,-83.046013011,183.1,,,
T,42.337800469,-83.046005112,183.1,,,
T,42.337788404,-83.045996750,183.1,,,
T,42.337774976,-83.045987451,183.1,,,
T,42.337763264,-83.045979342,183.1,,,
T,42.337751708,-83.045971785,183.1,,,
T,42.337740332,-83.045964356,183.1,,,
T,42.337729510,-83.045956828,183.1,,,
T,42.337717528,-83.045948973,183.2,,,
T,42.337703543,-83.045939821,183.2,,,
T,42.337691560,-83.045931520,183.2,,,
T,42.337677996,-83.045922111,183.2,,,
T,42.337663937,-83.045912371,183.2,,,
T,42.337653652,-83.045905204,183.2,,,
T,42.337641302,-83.045897092,183.2,,,
T,42.337628880,-83.045888947,183.2,,,
T,42.337618224,-83.045881540,183.2,,,
T,42.337605988,-83.045873080,183.2,,,
T,42.337593800,-83.045865078,183.2,,,
T,42.337582651,-83.045857330,183.2,,,
T,42.337572080,-83.045850005,183.2,,,
T,42.337557756,-83.045840081,183.2,,,
T,42.337544064,-83.045830569,183.1,,,
T,42.337530737,-83.045821348,183.1,,,
T,42.337516162,-83.045811249,183.1,,,
T,42.337502922,-83.045802540,183.1,,,
T,42.337489605,-83.045793309,183.1,,,
T,42.337474336,-83.045782739,183.1,,,
T,42.337462312,-83.045774413,183.1,,,
T,42.337448159,-83.045764620,183.1,,,
T,42.337430618,-83.045752483,183.1,,,
T,42.337415773,-83.045742198,183.1,,,
T,42.337400539,-83.045731655,183.0,,,
T,42.337388844,-83.045724079,183.0,,,
T,42.337375238,-83.045714650,183.0,,,
T,42.337359887,-83.045704536,183.0,,,
T,42.337345219,-83.045694371,183.0,,,
T,42.337329741,-83.045683630,183.0,,,
T,42.337312689,-83.045671812,183.0,,,
T,42.337297843,-83.045661514,183.1,,,
T,42.337283149,-83.045652430,183.1,,,
T,42.337267256,-83.045641975,183.1,,,
T,42.337252715,-83.045632031,183.1,,,
T,42.337240161,-83.045623339,183.1,,,
T,42.337225694,-83.045613810,183.1,,,
T,42.337209166,-83.045602373,183.1,,,
T,42.337194679,-83.045592347,183.1,,,
T,42.337181933,-83.045584019,183.1,,,
T,42.337169576,-83.045574976,183.1,,,
T,42.337156063,-83.045566117,183.1,,,
T,42.337140572,-83.045555889,183.1,,,
T,42.337127650,-83.045546950,183.1,,,
T,42.337114654,-83.045537958,183.1,,,
T,42.337100156,-83.045527925,183.1,,,
T,42.337086107,-83.045518205,183.1,,,
T,42.337070899,-83.045507680,183.1,,,
T,42.337059019,-83.045499463,183.1,,,
T,42.337047670,-83.045491612,183.1,,,
T,42.337033471,-83.045481791,183.1,,,
T,42.337019899,-83.045472405,183.2,,,
T,42.337005899,-83.045462717,183.2,,,
T,42.336988446,-83.045450640,183.2,,,
T,42.336973564,-83.045440341,183.2,,,
T,42.336961344,-83.045431886,183.2,,,
