start_x,end_x,start_v,end_v,accel,inc,gravity,step_time
824387.012102716,824853.419999998,29.4049996184007,29.4049996184007,0,-0.3178451,9.7927754,15.8615168622333
824853.419999998,825306.358263475,29.4049996184007,29.4049996184007,0,-0.3178451,9.7927754,15.4034439502024
825306.358263475,825307.939999998,29.4049996184007,29.3780915996263,-0.5,-0.1774101,9.7927725,0.0538160375488417
825307.939999998,825308.539163084,29.3780915996263,29.3984794200243,1,-0.2261281,9.7927696,0.0203878203979961
825308.539163084,825765.669999998,29.3984794200243,29.3984794200243,0,-0.2261281,9.7927696,15.5494721472526
825765.669999998,826266.328480826,29.3984794200243,29.3984794200243,0,-0.2261281,9.7927696,17.0300808308863
826266.328480826,826266.359999998,29.3984794200243,29.3979433470782,-0.5,-0.1160467,9.7927666,0.00107214589208837
826266.359999998,826266.827622548,29.3979433470782,29.4138456876975,1,-0.1160467,9.7927666,0.0159023406193093
826266.827622548,826735.319999998,29.4138456876975,29.4138456876975,0,-0.1160467,9.7927666,15.9276139007258
826735.319999998,827126.971076921,29.4138456876975,29.4138456876975,0,0.3241073,9.7927633,13.3151945203615
827126.971076921,827128.449999997,29.4138456876975,29.3886950214468,-0.5,0.4404813,9.7927601,0.0503013325014976
827128.449999997,827468.618507986,29.3886950214468,29.3886950214468,0,-0.0805005,9.7927567,11.5748081954911
827468.618507986,827469.259999997,29.3886950214468,29.377779069439,-0.5,-0.0805005,9.7927567,0.02183190401567
827469.259999997,827470.340005839,29.377779069439,29.4145187745037,1,-0.3999983,9.7927533,0.036739705064754
827470.340005839,827804.209999998,29.4145187745037,29.4145187745037,0,-0.3999983,9.7927533,11.3505169579091
827804.209999998,828129.565163199,29.4145187745037,29.4145187745037,0,-0.3000381,9.79275,11.0610398115269
828129.565163199,828131.629999998,29.4145187745037,29.3793988695727,-0.5,-0.0182201,9.7927468,0.070239809861981
828131.629999998,828356.555819362,29.3793988695727,29.3793988695727,0,0.0800937,9.7927431,7.65590270797966
828356.555819362,828359.449999997,29.3793988695727,29.3301022381791,-0.5,-0.0267113,9.7927385,0.0985932627872828
828359.449999997,828449.008053174,29.3301022381791,29.3301022381791,0,-0.0267113,9.7927385,3.05345178987499
828449.008053174,828450.179999997,29.3301022381791,29.3101168622415,-0.5,0.2397642,9.792734,0.0399707518750674
828450.179999997,828451.049681978,29.3101168622415,29.3397735921718,1,0.2397642,9.792734,0.0296567299302595
828451.049681978,828548.029999997,29.3397735921718,29.3397735921718,0,0.2397642,9.792734,3.3054214857731
828548.029999997,828634.804907659,29.3397735921718,29.3397735921718,0,0.4579783,9.7927304,2.957586137757
828634.804907659,828634.839999998,29.3397735921718,29.3391755525101,-0.5,0.3752591,9.7927271,0.00119607932335697
828634.839999998,828729.830637263,29.3391755525101,29.3391755525101,0,0.4033785,9.7927238,3.23767234343722
828729.830637263,828730.339999998,29.3391755525101,29.3304936775102,-0.5,0.4123334,9.7927205,0.0173637499998591
828730.339999998,828730.754210043,29.3304936775102,29.3446124434639,1,0.4123334,9.7927205,0.0141187659537287
828730.754210043,828823.699999997,29.3446124434639,29.3446124434639,0,0.4123334,9.7927205,3.16738856693304
828823.699999997,828823.894122203,29.3446124434639,29.3512269567613,1,0.1527788,9.7927171,0.00661451329740004
828823.894122203,828892.539999997,29.3512269567613,29.3512269567613,0,0.1527788,9.7927171,2.33877370427605
828892.539999997,828892.628799444,29.3512269567613,29.3542522091784,1,0.1527788,9.7927171,0.00302525241711393
828892.628799444,829164.439999997,29.3542522091784,29.3542522091784,0,0.1527788,9.7927171,9.25968744209951
829164.439999997,829589.986883055,29.3542522091784,29.3542522091784,0,-0.1276777,9.7927137,14.4969417045733
829589.986883055,829593.469999997,29.3542522091784,29.2948631302191,-0.5,-0.1276777,9.7927137,0.118778157918591
829593.469999997,829593.620640132,29.2948631302191,29.3000048820402,1,-0.3511328,9.7927103,0.00514175182110321
829593.620640132,830070.719999997,29.3000048820402,29.3000048820402,0,-0.3511328,9.7927103,16.2832518897546
830070.719999997,830071.362385929,29.3000048820402,29.3219211163211,1,-0.3511328,9.7927103,0.0219162342808232
830071.362385929,830547.459999997,29.3219211163211,29.3219211163211,0,-0.3511328,9.7927103,16.2369174986691
830547.459999997,831026.806397026,29.3219211163211,29.3219211163211,0,-0.3893246,9.792707,16.3477145691666
831026.806397026,831027.389999997,29.3219211163211,29.3119677773579,-0.5,-0.3893246,9.792707,0.0199066779263006
831027.389999997,831493.962878813,29.3119677773579,29.3119677773579,0,-0.3243766,9.7927036,15.9174874358351
831493.962878813,831495.229999997,29.3119677773579,29.2903454024825,-0.5,-0.377906,9.7927002,0.0432447497509258
831495.229999997,831911.754053502,29.2903454024825,29.2903454024825,0,-0.2427837,9.792697,14.2205237862913
831911.754053502,831912.499999997,29.2903454024825,29.2776089751472,-0.5,-0.2427837,9.792697,0.0254728546705536
831912.499999997,832088.209476543,29.2776089751472,29.2776089751472,0,-0.6329436,9.7926937,6.00149679895674
832088.209476543,832088.949999997,29.2776089751472,29.2649596590716,-0.5,-0.1345474,9.79269,0.0252986321512196
832088.949999997,832090.322933485,29.2649596590716,29.311836019298,1,-0.1345474,9.79269,0.0468763602264453
832090.322933485,832448.309999997,29.311836019298,29.311836019298,0,-0.1345474,9.79269,12.2130550360836
832448.309999997,832837.570635382,29.311836019298,29.311836019298,0,0.071826,9.7926865,13.2799813402368
